"document","label","term_ back","term_ big","term_ government","term_ made","term_ make","term_ one","term_ part","term_ people","term_ reuters","term_ see","term_ source","term_ story","term_ team","term_ trump","term_ week","term_ year","term_ years","term_news","term_time"
1598,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1599,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1600,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1601,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1602,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1603,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1604,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1605,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1606,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1607,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1608,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1609,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1610,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1611,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1612,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1613,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1614,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1615,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1616,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1617,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1618,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1619,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1620,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1621,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1622,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1623,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1624,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1625,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1626,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1627,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1628,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1629,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1630,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1631,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1632,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1633,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1634,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1635,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1636,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1637,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1638,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1639,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1640,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1641,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1642,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1643,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1644,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1645,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1646,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1647,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1648,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1649,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1650,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1651,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1652,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1653,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1654,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1655,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1656,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1657,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1658,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1659,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1660,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1661,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1662,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1663,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1664,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1665,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1666,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1667,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1668,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1669,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1670,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1671,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1672,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1673,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1674,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1675,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1676,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1677,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1678,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1679,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1680,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1681,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1682,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1683,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1684,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1685,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1686,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1687,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1688,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1689,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1690,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1691,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1692,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1693,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1694,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1695,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1696,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1697,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1698,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1699,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1700,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1701,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1702,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1703,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1704,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1705,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1706,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1707,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1708,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1709,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1710,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1711,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1712,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1713,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1714,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1715,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1716,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1717,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1718,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1719,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1720,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1721,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1722,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1723,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1724,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1725,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1726,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1727,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1728,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1729,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1730,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1731,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1732,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1733,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1734,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1735,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1736,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1737,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1738,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1739,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1740,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1741,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1742,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1743,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1744,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1745,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1746,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1747,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1748,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1749,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1750,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1751,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1752,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1753,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1754,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1755,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1756,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1757,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1758,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1759,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1760,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1761,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1762,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1763,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1764,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1765,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1766,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1767,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1768,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1769,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1770,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1771,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1772,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1773,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1774,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1775,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1776,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1777,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1778,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1779,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1780,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1781,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1782,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1783,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1784,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1785,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1786,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1787,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1788,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1789,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1790,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1791,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1792,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1793,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1794,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1795,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1796,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1797,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1798,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1799,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1800,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1801,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1802,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1803,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1804,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1805,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1806,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1807,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1808,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1809,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1810,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1811,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1812,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1813,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1814,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1815,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1816,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1817,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1818,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1819,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1820,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1821,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1822,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1823,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1824,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1825,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1826,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1827,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1828,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1829,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1830,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1831,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1832,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1833,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1834,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1835,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1836,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1837,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1838,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1839,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1840,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1841,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1842,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1843,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1844,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1845,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1846,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1847,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1848,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1849,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1850,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1851,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1852,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1853,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1854,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1855,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1856,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1857,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1858,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1859,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1860,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1861,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1862,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1863,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1864,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1865,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1866,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1867,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1868,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1869,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1870,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1871,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1872,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1873,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1874,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1875,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1876,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1877,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1878,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1879,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1880,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1881,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1882,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1883,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1884,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1885,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1886,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1887,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1888,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1889,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1890,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1891,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1892,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1893,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1894,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1895,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1896,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1897,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1898,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1899,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1900,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1901,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1902,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1903,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1904,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1905,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1906,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1907,"1",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1908,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1909,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1910,"0",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1911,"1",1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
1912,"0",0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
