"document","label","term_ back","term_ government","term_ news","term_ people","term_ photos","term_ play","term_ police","term_ season","term_ state","term_ states","term_ team","term_ time","term_ told","term_ trump","term_ week","term_ yards","term_ years","term_game","term_president"
1598,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1599,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1600,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1601,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1602,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1603,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1604,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1605,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1606,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1607,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1608,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1609,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1610,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1611,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1612,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1613,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1614,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1615,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1616,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1617,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1618,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1619,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1620,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1621,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1622,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1623,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1624,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1625,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1626,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1627,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1628,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1629,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1630,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1631,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1632,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1633,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1634,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1635,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1636,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1637,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1638,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1639,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1640,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1641,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1642,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1643,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1644,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1645,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1646,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1647,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1648,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1649,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1650,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1651,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1652,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1653,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1654,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1655,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1656,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1657,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1658,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1659,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1660,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1661,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1662,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1663,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1664,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1665,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1666,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1667,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1668,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1669,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1670,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1671,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1672,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1673,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1674,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1675,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1676,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1677,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1678,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1679,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1680,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1681,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1682,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1683,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1684,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1685,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1686,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1687,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1688,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1689,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1690,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1691,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1692,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1693,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1694,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1695,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1696,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1697,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1698,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1699,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1700,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1701,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1702,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1703,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1704,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1705,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1706,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1707,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1708,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1709,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1710,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1711,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1712,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1713,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1714,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1715,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1716,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1717,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1718,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1719,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1720,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1721,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1722,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1723,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1724,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1725,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1726,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1727,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1728,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1729,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1730,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1731,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1732,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1733,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1734,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1735,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1736,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1737,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1738,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1739,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1740,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1741,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1742,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1743,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1744,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1745,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1746,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1747,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1748,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1749,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1750,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1751,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1752,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1753,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1754,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1755,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1756,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1757,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1758,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1759,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1760,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1761,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1762,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1763,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1764,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1765,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1766,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1767,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1768,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1769,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1770,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1771,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1772,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1773,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1774,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1775,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1776,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1777,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1778,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1779,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1780,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1781,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1782,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1783,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1784,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1785,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1786,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1787,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1788,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1789,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1790,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1791,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1792,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1793,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1794,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1795,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1796,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1797,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1798,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1799,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1800,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1801,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1802,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1803,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1804,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1805,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1806,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1807,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1808,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1809,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1810,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1811,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1812,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1813,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1814,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1815,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1816,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1817,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1818,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1819,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1820,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1821,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1822,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1823,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1824,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1825,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1826,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1827,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1828,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1829,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1830,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1831,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1832,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1833,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1834,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1835,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1836,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1837,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1838,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1839,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1840,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1841,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1842,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1843,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1844,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1845,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1846,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1847,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1848,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1849,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1850,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1851,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1852,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1853,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1854,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1855,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1856,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1857,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1858,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1859,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1860,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1861,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1862,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1863,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1864,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1865,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1866,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1867,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1868,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1869,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1870,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1871,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1872,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1873,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1874,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1875,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1876,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1877,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1878,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1879,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1880,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1881,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1882,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1883,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1884,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1885,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1886,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1887,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1888,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1889,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1890,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1891,"0",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1892,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1893,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1894,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1895,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1896,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1897,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1898,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1899,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1900,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1901,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1902,"1",1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
1903,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1904,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1905,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1906,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1907,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1908,"0",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1909,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1910,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1911,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
1912,"1",0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
